Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $132.32/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Function,lable1,lable2,Token_Number,token1,token2,token3,token4,token5,token6,token7
0xf618d295302cf87c0e5773116e1df659a057b7161d9ea178e6e04f9110d421aa,7711094,1557196912,5/7/2019 2:41:52 AM,0x502cb8985b2c92a8d4bf309cdaa89de9be442708,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0015295717499999998,0.20239293395999997,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb40865c3094260501a3ca454a1e1d802d2c2b33731e28b99910401ac142b8c2a,7711131,1557197545,5/7/2019 2:52:25 AM,0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0016024085,0.21203069272,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x77d95dec63a208eb013eaa594cb18b261a8f0427d0cd2dc6999a2b1b299e57e8,7711211,1557198587,5/7/2019 3:09:47 AM,0xc8355d0e2c265b2fe495ebbc0fc9ad992b40dc8f,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0015295717499999998,0.20239293395999997,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x1e5d61ebc31ad1a24648985b0c0d1dbdb7b46e94109ca750a96240a5cf7d25ff,7712568,1557217134,5/7/2019 8:18:54 AM,0xbd9ed130a53cfafcf81502e4d35329a6c4d53410,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0019811596,0.262147038272,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x378fbfff69105469cce896b4fbe6351596bcc2ed23515cde7133343e12e4fb5b,7715913,1557262302,5/7/2019 8:51:42 PM,0xa7ff0d561cd15ed525e31bbe0af3fe34ac2059f6,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0002592275,0.0343009828,168.59,,,enterMarkets,0xc2998238,20,1.0,cUSDC,nan,nan,nan,nan,nan,nan
0x3abec6c1cc7c0daaad19214032b538687dc13bfbc58c008076615bbabee0b491,7715943,1557262747,5/7/2019 8:59:07 PM,0x502cb8985b2c92a8d4bf309cdaa89de9be442708,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00029626,0.0392011232,168.59,,,enterMarkets,0xc2998238,20,1.0,cUSDC,nan,nan,nan,nan,nan,nan
0x79e3380715d4e9bb9814693670bd31f5a71a79e393d46e57cfb67e07dd9c8ed8,7715958,1557262893,5/7/2019 9:01:33 PM,0xe0ad79cdd7d049c9c12afcbffa33c58e118c48b0,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0011878335,0.15717412872,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xed434c47bdf089ee490bd5a53ceb283c5a8f702cfae50aafdd1987f6e5966bee,7716052,1557264233,5/7/2019 9:23:53 PM,0x4654f56a64301b9b582f843f97332d96ead11ff8,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0011878335,0.15717412872,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x23761085c0fe79a442746b945a2ccb95a038fffc4542b08666c77bce3ea8241e,7716052,1557264233,5/7/2019 9:23:53 PM,0xb7625573f98f436554fde189bba8f1cdb57a6b97,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0011878335,0.15717412872,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xbd0d610a008c740f130ad7733eb36c121194f9242eb3dfbb6e2df0ae04cf78fb,7716156,1557265599,5/7/2019 9:46:39 PM,0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0016290288,0.215553090816,168.59,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x711f1bec0c56ce2d93431be482b7beefe46b63637f05ab1e8c14288c41167a5d,7716975,1557277068,5/8/2019 12:57:48 AM,0x341e73ca369e5977f04d0deea7cecf284b5ee938,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xa42602cc874a712f99cca31851e34442d4e7e4eb84badab396e6adfbcdf4fb97,7716991,1557277321,5/8/2019 1:02:01 AM,0xb3fbe25be2e8ca097e9ac924e94af000dd3a5663,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x1ad07f5a9d14ba5eb50b52e8ad199266676976ea99ebcc129890295182b197e2,7718382,1557296462,5/8/2019 6:21:02 AM,0xb00b309332fe879d7c98b1f08ff8965790ddbe6d,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0014423692499999999,0.19085429915999996,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x8efc4a2a50c24a1c16a9f517028876d046799fb65f545f4a04708c42328fd161,7718387,1557296545,5/8/2019 6:22:25 AM,0x4da2e85d64bece663ccab06e89b970b6b077f22f,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001357524,0.17962757568,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x76ff0f593837c0d9e364b2c6611c9cbed7dc08901112f17b1b8c9934046b6288,7719732,1557314302,5/8/2019 11:18:22 AM,0x1b44d7dcc0daa47f3f01c5ca520f4b32d42dcc3a,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00127267875,0.16840085219999998,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb3daf4ad0630330587df01eb29273f0c11a6dc1e75c792ad8bc5d452a3d2f6a0,7719744,1557314458,5/8/2019 11:20:58 AM,0x27a41cb58ac08ca794279796a082cd55d567961c,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00127267875,0.16840085219999998,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x46a75251342fd9b3f1209a30530c19c4f951bba58c3bba3e9c922f3dcecfc6da,7720316,1557322259,5/8/2019 1:30:59 PM,0xc6f6c89f7f297b5230d2fd028ac06f0677c1857b,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0014423692499999999,0.19085429915999996,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x42b99b5ed3059236c3f618e28c861f702ba2f9dfcc40ffad7e03e6313a2d8d78,7721832,1557342476,5/8/2019 7:07:56 PM,0xc3fdadbae46798cd8762185a09c5b672a7aa36bb,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0017308431,0.229025158992,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x6df238cb319b597bf5aaa952465ab908b5541b6abdf318d53237a85044ffa7cc,7721986,1557344850,5/8/2019 7:47:30 PM,0x2271fe6d76ab94352ef826d97445048bd8c4d45f,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xebc99d210648311a48af55436752d5b2111f43c3d6e09c2a1a5e0666010b425f,7722092,1557346662,5/8/2019 8:17:42 PM,0xbbd13ca6aace2a8eccbde88bc7849c3c6e4e172e,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb529971ec7a9e4788950dcb882c5bb3a22ace037acc476f87c2317b387d7f64c,7722222,1557348364,5/8/2019 8:46:04 PM,0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x6898b33ea3bdb67949be585d282af24404ac5d8a390e9c67b6adcd3937b02e23,7722642,1557353873,5/8/2019 10:17:53 PM,0x3605780992537dcaae52a8da39238d6d883b7009,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0011878335,0.15717412872,171.42,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xec337466f752c21840ff9fae95490a818577e7fdc8cec463e18d3b9fbd708719,7723791,1557369339,5/9/2019 2:35:39 AM,0x293425f7e1f094cd06a264187d830b59e54cac1e,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001642877734486212,0.217385581827216,170.86,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x1af1c48804d7bba791f2b6319a47d2414608dcad4260624432541ebe95ad8083,7726387,1557404967,5/9/2019 12:29:27 PM,0x29bc5fb2b177dd3432661ee5c67e7d7008350fcf,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00037331910000000003,0.049397583312,170.86,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x1fad089805f7964ed96fd55eb43be6743fdc58d4c9fadb1944160cae08e45f6c,7728472,1557433123,5/9/2019 8:18:43 PM,0x57ef012861c4937a76b5d6061be800199a2b9100,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0010520811,0.139211371152,170.86,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x0ed6d1f6d7df09d499b59c859dbeb6621d14dbca41e72b6600d47d6dc51ca399,7729162,1557442513,5/9/2019 10:55:13 PM,0xc662606edb852ba22f75680f7b2c89767014520e,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0008484525,0.1122672348,170.86,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x2a39148fd5c6bc31dc1d0250e74c613e7b3a6cb78747e6cfb8928207cbd7cead,7732604,1557488404,5/10/2019 11:40:04 AM,0x2577a8539cb2194acd72f035dbb691ce5f406d3f,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001696905,0.2245344696,172.5,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xc89499c72d03109409abe9e4cd775806ccb5989069fb3eee99a3ef266e8e8ce3,7735718,1557530299,5/10/2019 11:18:19 PM,0xaa4d88b87d99d68079bfe87b089877fe54ee78a1,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00089935965,0.119003268888,172.5,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x266e5610eb5b47406ea0686a07612845596140e2aa4ca0cac3680d4f8e8f93d1,7738030,1557561465,5/11/2019 7:57:45 AM,0x6d26fcf5f2f07b6ce22e9f839692018f7cb84c81,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0015272145000000002,0.20208102264000002,192.44,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xdee87c3ae0eceaa45aace1ad295b2e865747aa813c954dfc08249e1b89b59249,7748440,1557701411,5/12/2019 10:50:11 PM,0x75b379238868ebb577ce9888524d3cd71ee4b236,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.000678762,0.08981378784,188.14,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb6c098f95bfbdce11fb91f9ce7a530d3d9e41f93755193aeecaf6e4a98737778,7755076,1557791580,5/13/2019 11:53:00 PM,0xa218a8346454c982912cf6d14c714663c2d510d8,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.000678762,0.08981378784,195.83,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x58f299110913d6802bbcc05be1f0f304c2cf9a3f8ab390c3c9d5438587367cbe,7756565,1557811316,5/14/2019 5:21:56 AM,0xe69f609c75f8640fa034166c63929f2875c01343,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.002375667,0.31434825744,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xbe9add2a646264aeeaf7b77a314ead443d62b48f7fe0376e6f6f40b485072bfc,7757155,1557819089,5/14/2019 7:31:29 AM,0xc0dd6706c461eee71634baa5cc8006918764649d,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0032071504499999997,0.424370147544,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xbdde15b7c5a3c81868cd461f4a3cc6ef60b7bd1321f46235483d03333386d326,7758332,1557834592,5/14/2019 11:49:52 AM,0x12e8123822485229efaa08cd244e27e533eb1f4b,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00339381,0.4490689392,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x47414fabb25b2a86e38f2e5fb77c8627d8a771eec4454f08b8638169ac4e4581,7758481,1557836727,5/14/2019 12:25:27 PM,0x5e8e5f0fc14e0d00ff68cddf32b19e9d5accb012,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00339381,0.4490689392,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x010c2c9e95cdbdc360bd238ff355c42cecbb674047034654b3cc14d8d97760a8,7759096,1557845560,5/14/2019 2:52:40 PM,0xdf0635793e91d4f8e7426dbd9ed08471186f428d,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00339381,0.4490689392,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xbb5f2660bb9cb5fd01bada2bfff23ae69959dde275eae7e6c1c9ca1ed3d8c829,7760661,1557866185,5/14/2019 8:36:25 PM,0x043e318a6c11970e3f7950dff7bf51657337db2c,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0004072572,0.053888272704,217.16,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x1c1a905ec6acf766eaf6e3cc786ad94162ff420f3992ce60fe50a0b52f95e76e,7762882,1557895713,5/15/2019 4:48:33 AM,0x0759d524faa4a6f27423496c8eed65daf27bfa96,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0013914620999999998,0.184118265072,248.64,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x2a8e6e757c6e6585a68dc63d8117143811d0c96061709774242b76d7ff1ca3b4,7763415,1557902599,5/15/2019 6:43:19 AM,0xa7f3dfed2bcf7b35a8824e11ae8f723650edfb58,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.003733191,0.49397583312,248.64,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x342434fee6626052b438c873d703cc445b957d71f2d1cdb674cd5d684612559e,7765226,1557927526,5/15/2019 1:38:46 PM,0x978aad63fe35f7a72573c411c3dff53608aaeac9,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.003733191,0.49397583312,248.64,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xc473768f465597bfbba52dc1e93315683f512df59acb47d489c8503d01d217e9,7766268,1557941273,5/15/2019 5:27:53 PM,0x9221d277d6c74d07aa321aad9df75d432c925143,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00358046955,0.47376773085600005,248.64,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x8538f43684c88bdb9ec3817730692a2d85c4e3a6a491723dc011f25579ed71df,7766457,1557944058,5/15/2019 6:14:18 PM,0x23732c68e444c09fca1c139d9e90a58217560224,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001357524,0.17962757568,248.64,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x00e3ed0e5febe6f4b01bf5fb638a7c51354a920b417fc60be32bddb642663e7d,7769248,1557981421,5/16/2019 4:37:01 AM,0x0006e4548aed4502ec8c844567840ce6ef1013f5,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.006108858000000001,0.8083240905600001,264.47,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb9f9b244ee1302c14ed9c4cf452f02b7b059943655df669774904f32c0f42927,7770383,1557997640,5/16/2019 9:07:20 AM,0x63cd89e59d2f4d3fccc2b00483e58b2e752470b5,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0066179294999999996,0.87568443144,264.47,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xf3b870c2273a3ca5c37f40e2eb1c9036e3049b46334fe11f7fdb4c783625f220,7772733,1558029138,5/16/2019 5:52:18 PM,0xd459cdb197400fd7fbd9cd3a42a6442611294261,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.005090715,0.6736034087999999,264.47,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xac21a1600e5cf6dfc415dfda7276b30c52cbd91217e51db0a5f0328867f7d85f,7778927,1558112223,5/17/2019 4:57:03 PM,0x419385075dff229926a63812ac1adc397ac32e27,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0017308431,0.229025158992,244.84,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x40d9832c95d85944ce0d3a76f0dcdfbbb5a21857e9f6fc43df12d654e7a3cebe,7791337,1558280150,5/19/2019 3:35:50 PM,0x117647d259ac285e8d388b3556f0ffad52786938,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0025453575,0.33680170439999996,260.9,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xaeeeaa806bd8d1073d0ef0e72fe532b510afc719d4d71df511b66bd559e52ae8,7797548,1558364791,5/20/2019 3:06:31 PM,0xcc42ca560e0af4906e57002fee0d1316caf77379,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.002375667,0.31434825744,252.1,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb74d29efd387534ac08b7d35a54d4a0d1660c804e0dd68255546386bfcf16a3c,7798485,1558377335,5/20/2019 6:35:35 PM,0x38b7334d117b971dd45b417b847f8434f05f3014,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0020702241,0.273932052912,252.1,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x52b2213e9e38a8d0f435542a51cf4aaa2cee5a745b6a4a73b95dd6db543e9484,7799106,1558385353,5/20/2019 8:49:13 PM,0x0be0ecc301a1c0175f07a66243cff628c24db852,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0006957310499999999,0.092059132536,252.1,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x5a6d0ffd66dced231fc64c2705e756bca9bac1fd7039e5098f7aa8ffa8fcdcf0,7804132,1558453931,5/21/2019 3:52:11 PM,0x9f95680806d7ced3c294d2a3311585b01e60823a,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0022399145999999997,0.29638549987199997,254.94,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x0ee931a2ab34fb5996a50231b84447994b67ea03e8ef83771585bb0229c747dc,7804393,1558457791,5/21/2019 4:56:31 PM,0xca125321e0a8a60d882f1b38fb7077aaa8eaf53b,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0012217716,0.161664818112,254.94,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xdc99e5a7fbeaa6736c4f5b6a0b5e17277de80f8507abe2e796fd7abd98815974,7804628,1558461073,5/21/2019 5:51:13 PM,0xe9e9b34920131985d5e948c56cc8e34a9e1fcf22,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0006957310499999999,0.092059132536,254.94,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xa07b33ae63f9aecba6bd47c3f5be5814baab37d8b20edafbd0bbf5267bca446f,7806478,1558485625,5/22/2019 12:40:25 AM,0xac79d6385ee06048665d619e63840d1168afa7e6,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.000339381,0.04490689392,243.46,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xc9ae3b8b1486104a873fd20fa4e1b088a5c1b6998b1981db707a47d1342496da,7806696,1558488428,5/22/2019 1:27:08 AM,0xbd9ed130a53cfafcf81502e4d35329a6c4d53410,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0003332925,0.0441012636,243.46,,,enterMarkets,0xc2998238,20,1.0,cUSDC,nan,nan,nan,nan,nan,nan
0x999351140fab483b52b51bd6a8401d12730bf327b089ffffb6bbc288b46ebf96,7807016,1558492371,5/22/2019 2:32:51 AM,0x009b6817807c332b9445f5c9cf2ac94631fe876e,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.002036286,0.26944136352,243.46,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x8fa12d4b4a05b7ca087c95a215cc4f1af59ac000dbeeb57b6238e354da9c4e12,7808683,1558515470,5/22/2019 8:57:50 AM,0xfd2a4bb21e1419598f65407b6d5ae8a19eaec014,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0039368196000000005,0.520919969472,243.46,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x8b5d41d8e5288d37b29cdd791f26766dc0a63e12c6d53c793e7db26c4644de88,7810738,1558543039,5/22/2019 4:37:19 PM,0xb36d37110417c0ca0b79b5d262868cc9444f7550,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00039610400000000004,0.052412481280000006,243.46,Error(0),Out of gas,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xee2aa60684d74323c3d52095a39a162810e605ff1ca273d9fa75839a29dae4dc,7810753,1558543180,5/22/2019 4:39:40 PM,0xb36d37110417c0ca0b79b5d262868cc9444f7550,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.001357524,0.17962757568,243.46,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x2a71e4d600f28067aa5788a23f2e2cbdcae83bfd9f1ffd70aaa0b0b882ba944d,7810789,1558543665,5/22/2019 4:47:45 PM,0x2c7be4d348e1e75c4c557f400264944a1a564c52,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00490405545,0.648904617144,243.46,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x45302c887607794e7f19f19e772138eb8c9d482efb169412dcab8ba8dcfdfaf6,7815138,1558603482,5/23/2019 9:24:42 AM,0xfaf95953a36ed1e8f8426ab5b7eb53da246e3476,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00135790071291,0.179677422332251,245.6,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xb1e27d4813a0792ee5eb6ce638511fc23612d35ca4638043401079ae59a9ea79,7815156,1558603740,5/23/2019 9:29:00 AM,0x8fdd427fdb9dbdc5d2798cc6711b616467a802f2,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00339381,0.4490689392,245.6,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0x68e54d422dac4c79d46393b4bf9b3bfdda8c5863e2f82befc130dffe2d64e6d2,7815207,1558604349,5/23/2019 9:39:09 AM,0x5641519cc28def80d631baa28b949f17a6a22ad1,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.0015069986642611529,0.19940606325503601,245.6,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
0xdb7142f6a7bc740964d3ed93ef52f944fe23b08543dc0269c1a3fd28ac15a4eb,7815264,1558605057,5/23/2019 9:50:57 AM,0x98ba97483c3bc8d5f1ee4e961a55fe372c19f08a,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,,0.0,0,0.0,0.00339381,0.4490689392,245.6,,,enterMarkets,0xc2998238,20,6.0,cBAT,cSAI,cETH,cREP,cUSDC,cZRX,nan
